,temp,hum,windspeed,atemp,cnt
644,0.14,0.93,0.0,0.2121,8
645,0.14,0.93,0.0,0.2121,1
646,0.14,0.86,0.0,0.2121,3
647,0.14,0.86,0.0,0.2121,3
648,0.14,0.86,0.0,0.2121,12
649,0.16,0.8,0.0,0.2273,38
650,0.18,0.8,0.0,0.2424,64
651,0.22,0.75,0.0,0.2727,59
652,0.3,0.52,0.1045,0.3182,97
653,0.28,0.61,0.1045,0.2879,84
654,0.28,0.61,0.0896,0.303,122
655,0.3,0.56,0.0,0.3333,109
656,0.3,0.56,0.0,0.3333,123
657,0.3,0.56,0.194,0.2879,77
658,0.26,0.65,0.1642,0.2576,65
659,0.26,0.65,0.194,0.2576,55
660,0.26,0.65,0.1045,0.2727,33
661,0.24,0.7,0.1642,0.2424,28
662,0.24,0.7,0.194,0.2273,21
663,0.24,0.65,0.2836,0.2121,21
664,0.24,0.65,0.2239,0.2273,7
665,0.22,0.64,0.2537,0.2121,7
666,0.22,0.64,0.194,0.2273,1
667,0.22,0.64,0.194,0.2273,2
668,0.2,0.59,0.2239,0.197,2
669,0.18,0.64,0.2836,0.1667,8
670,0.16,0.69,0.3284,0.1364,37
671,0.16,0.64,0.2836,0.1364,72
672,0.16,0.59,0.2836,0.1364,185
673,0.16,0.59,0.2985,0.1364,112
674,0.16,0.59,0.194,0.1515,69
675,0.16,0.59,0.194,0.1515,48
676,0.18,0.55,0.1045,0.2121,68
677,0.16,0.59,0.0,0.2273,54
678,0.18,0.55,0.1343,0.197,86
679,0.16,0.59,0.1343,0.1818,44
680,0.16,0.56,0.194,0.1818,86
681,0.16,0.59,0.194,0.1515,161
682,0.16,0.55,0.2239,0.1515,156
683,0.3,0.61,0.1045,0.3182,111
684,0.16,0.59,0.1642,0.1667,78
685,0.16,0.59,0.0896,0.197,56
686,0.16,0.59,0.1045,0.1818,34
687,0.16,0.64,0.0896,0.197,17
688,0.16,0.64,0.1045,0.1818,8
689,0.16,0.69,0.1045,0.1818,3
690,0.16,0.69,0.0,0.2273,2
691,0.16,0.69,0.0,0.2273,2
692,0.14,0.93,0.0,0.2121,3
693,0.14,0.93,0.0,0.2121,22
694,0.16,0.93,0.0,0.2273,52
695,0.16,0.93,0.0,0.2273,135
696,0.16,0.93,0.0,0.2273,116
697,0.16,0.93,0.0,0.2273,47
698,0.18,0.86,0.0,0.2424,51
699,0.2,0.86,0.0,0.2576,55
700,0.2,0.86,0.0,0.2576,52
701,0.22,0.8,0.0896,0.2576,54
702,0.24,0.75,0.0,0.2879,52
703,0.24,0.75,0.1343,0.2424,64
704,0.24,0.75,0.0,0.2879,176
705,0.24,0.81,0.1045,0.2576,168
706,0.24,0.81,0.1343,0.2424,108
707,0.22,0.87,0.1343,0.2273,74
708,0.22,0.87,0.1343,0.2273,64
709,0.22,0.87,0.0896,0.2576,36
710,0.2,0.93,0.194,0.197,16
711,0.22,0.93,0.1045,0.2424,2
712,0.22,0.93,0.194,0.2273,3
713,0.22,0.93,0.1343,0.2273,4
714,0.22,0.93,0.1343,0.2273,1
715,0.22,0.93,0.2836,0.2121,1
716,0.22,0.93,0.1045,0.2424,3
717,0.22,0.93,0.1045,0.2424,18
718,0.22,0.93,0.2239,0.2121,49
719,0.22,0.93,0.2239,0.2121,155
720,0.24,0.93,0.0896,0.2576,123
721,0.22,1.0,0.0,0.2727,61
722,0.24,0.93,0.194,0.2273,52
723,0.24,0.93,0.2239,0.2273,64
724,0.34,0.93,0.1642,0.3333,75
725,0.38,0.82,0.3881,0.3939,63
726,0.38,0.76,0.3284,0.3939,76
727,0.36,0.71,0.2985,0.3333,103
728,0.36,0.53,0.5224,0.3182,190
729,0.34,0.42,0.5522,0.2879,182
730,0.28,0.45,0.4925,0.2424,91
731,0.24,0.48,0.5522,0.197,75
732,0.22,0.47,0.3284,0.197,63
733,0.22,0.44,0.2537,0.2121,40
734,0.2,0.44,0.4478,0.1667,32
735,0.2,0.4,0.4478,0.1667,12
736,0.2,0.44,0.5224,0.1515,5
737,0.18,0.43,0.2537,0.1667,2
738,0.18,0.43,0.2537,0.1667,1
739,0.16,0.5,0.2985,0.1364,2
740,0.16,0.43,0.3582,0.1364,39
741,0.14,0.5,0.3284,0.1212,87
742,0.14,0.5,0.3582,0.1212,188
743,0.16,0.47,0.2985,0.1364,133
744,0.18,0.43,0.3284,0.1515,52
745,0.18,0.43,0.4478,0.1364,64
746,0.2,0.4,0.3582,0.1818,69
747,0.2,0.4,0.4179,0.1667,51
748,0.22,0.37,0.3881,0.197,47
749,0.22,0.37,0.3284,0.197,60
750,0.22,0.37,0.2537,0.2121,78
751,0.2,0.4,0.194,0.197,175
752,0.2,0.4,0.1642,0.2121,147
753,0.2,0.4,0.0,0.2576,96
754,0.2,0.47,0.0896,0.2273,109
755,0.18,0.55,0.1045,0.2121,54
756,0.18,0.51,0.0896,0.2121,41
757,0.2,0.47,0.1045,0.2273,38
758,0.2,0.44,0.0,0.2576,13
759,0.16,0.59,0.0,0.2273,7
760,0.14,0.63,0.1045,0.1667,1
761,0.14,0.63,0.1045,0.1667,1
762,0.14,0.63,0.1343,0.1515,7
763,0.16,0.55,0.0,0.2273,28
764,0.14,0.59,0.0,0.2121,87
765,0.14,0.74,0.1343,0.1515,220
766,0.16,0.8,0.1343,0.1818,127
767,0.2,0.51,0.1343,0.2121,51
768,0.22,0.51,0.1642,0.2273,64
769,0.24,0.48,0.1642,0.2424,86
770,0.26,0.5,0.2239,0.2576,82
771,0.28,0.45,0.1642,0.2727,91
772,0.28,0.48,0.2537,0.2727,90
773,0.3,0.42,0.2239,0.2879,99
774,0.26,0.56,0.1343,0.2727,205
775,0.24,0.6,0.1045,0.2576,155
776,0.24,0.65,0.1343,0.2424,103
777,0.24,0.65,0.1642,0.2424,71
778,0.24,0.7,0.1642,0.2424,43
779,0.24,0.65,0.1642,0.2424,46
780,0.24,0.7,0.1343,0.2424,31
781,0.24,0.7,0.1642,0.2424,39
782,0.24,0.65,0.1642,0.2424,18
783,0.24,0.75,0.1642,0.2424,17
784,0.24,0.75,0.1642,0.2424,11
785,0.22,0.93,0.1343,0.2273,8
786,0.2,1.0,0.0896,0.2273,9
787,0.2,1.0,0.0,0.2576,4
788,0.22,0.93,0.0896,0.2576,4
789,0.2,1.0,0.0896,0.2273,10
790,0.2,1.0,0.0896,0.2273,20
791,0.2,1.0,0.1343,0.2121,34
792,0.22,1.0,0.1343,0.2273,47
793,0.22,1.0,0.1642,0.2273,52
794,0.22,1.0,0.1642,0.2273,72
795,0.22,1.0,0.0,0.2727,55
796,0.22,1.0,0.0,0.2727,60
797,0.22,1.0,0.1343,0.2273,71
798,0.24,1.0,0.2836,0.2121,78
799,0.28,0.93,0.4478,0.2424,83
800,0.28,0.93,0.4478,0.2424,84
801,0.3,0.87,0.2537,0.2879,69
802,0.26,1.0,0.194,0.2576,56
803,0.26,0.93,0.1343,0.2727,45
804,0.26,0.93,0.2239,0.2576,59
805,0.26,0.7,0.194,0.2576,39
806,0.26,0.65,0.4179,0.2273,44
807,0.26,0.6,0.3284,0.2273,20
808,0.26,0.6,0.0896,0.2879,13
809,0.26,0.6,0.3582,0.2273,2
810,0.26,0.6,0.2239,0.2576,1
811,0.26,0.6,0.2239,0.2576,1
812,0.24,0.65,0.1642,0.2424,8
813,0.24,0.65,0.1045,0.2576,23
814,0.28,0.56,0.1045,0.2879,45
815,0.3,0.52,0.2537,0.2879,89
816,0.32,0.49,0.2537,0.303,117
817,0.34,0.46,0.0,0.3333,174
818,0.34,0.46,0.0,0.3636,182
819,0.34,0.46,0.0896,0.3485,161
820,0.34,0.46,0.0896,0.3485,182
821,0.34,0.49,0.1045,0.3485,157
822,0.34,0.46,0.0,0.3636,121
823,0.3,0.56,0.1642,0.303,78
824,0.28,0.61,0.1343,0.2879,21
825,0.28,0.61,0.1045,0.2879,26
826,0.26,0.6,0.0,0.303,27
827,0.26,0.6,0.0,0.303,62
828,0.24,0.65,0.0,0.2879,30
829,0.24,0.65,0.0,0.2879,15
830,0.22,0.75,0.0,0.2727,5
831,0.2,0.8,0.0,0.2576,3
832,0.2,0.86,0.0,0.2576,1
833,0.2,0.86,0.0,0.2576,2
834,0.2,0.86,0.0,0.2576,10
835,0.18,0.93,0.0,0.2424,30
836,0.18,0.86,0.0,0.2424,95
837,0.16,1.0,0.0,0.2273,230
838,0.22,0.8,0.0,0.2727,118
839,0.24,0.75,0.1045,0.2576,55
840,0.3,0.65,0.0896,0.3182,47
841,0.32,0.62,0.0,0.3485,66
842,0.36,0.57,0.0896,0.3636,64
843,0.36,0.57,0.0896,0.3636,60
844,0.38,0.54,0.0896,0.3939,50
845,0.36,0.57,0.1343,0.3485,114
846,0.32,0.7,0.1642,0.3182,216
847,0.34,0.66,0.1343,0.3333,175
848,0.32,0.7,0.0,0.3485,128
849,0.32,0.7,0.1045,0.3333,88
850,0.32,0.7,0.0,0.3485,78
851,0.28,0.81,0.0896,0.303,37
852,0.3,0.81,0.0,0.3333,25
853,0.28,0.87,0.0,0.3182,10
854,0.28,0.87,0.0,0.3182,4
855,0.26,0.93,0.1045,0.2727,2
856,0.28,0.93,0.1642,0.2727,1
857,0.26,0.93,0.1642,0.2576,3
858,0.26,0.81,0.3284,0.2273,2
859,0.26,0.7,0.3284,0.2273,39
860,0.24,0.65,0.4179,0.197,100
861,0.24,0.56,0.4925,0.197,243
862,0.24,0.52,0.4925,0.197,135
863,0.22,0.47,0.5522,0.1818,48
864,0.22,0.47,0.4627,0.1818,50
865,0.24,0.38,0.4925,0.197,65
866,0.24,0.32,0.4478,0.197,50
867,0.22,0.37,0.4179,0.197,64
868,0.22,0.35,0.3881,0.197,51
869,0.22,0.35,0.5224,0.1818,83
870,0.22,0.32,0.5821,0.1818,176
871,0.2,0.32,0.3881,0.1818,152
872,0.16,0.4,0.4627,0.1212,101
873,0.16,0.4,0.3284,0.1364,56
874,0.14,0.33,0.4627,0.1061,54
875,0.12,0.33,0.3582,0.1061,29
876,0.12,0.33,0.3284,0.1061,12
877,0.1,0.36,0.3582,0.0758,17
878,0.1,0.36,0.2239,0.1061,7
879,0.08,0.38,0.2836,0.0758,3
880,0.06,0.45,0.1343,0.0758,2
881,0.06,0.45,0.1045,0.1061,7
882,0.06,0.45,0.0,0.1515,43
883,0.06,0.49,0.1045,0.1061,99
884,0.1,0.42,0.0,0.1364,199
885,0.12,0.39,0.1642,0.1364,123
886,0.14,0.36,0.0,0.1818,59
887,0.14,0.43,0.1642,0.1515,41
888,0.18,0.4,0.2239,0.1818,61
889,0.18,0.4,0.2537,0.1667,69
890,0.2,0.34,0.2985,0.1818,58
891,0.2,0.34,0.2836,0.1818,64
892,0.2,0.37,0.2537,0.197,79
893,0.2,0.34,0.2537,0.197,166
894,0.18,0.47,0.2985,0.1667,170
895,0.14,0.86,0.2537,0.1212,88
896,0.14,0.86,0.1642,0.1515,84
897,0.14,0.86,0.1642,0.1515,83
898,0.16,0.8,0.1642,0.1667,46
899,0.16,0.8,0.194,0.1515,37
900,0.14,0.86,0.194,0.1364,16
901,0.14,0.8,0.1343,0.1515,7
902,0.14,0.8,0.1343,0.1515,3
903,0.14,0.59,0.2239,0.1364,1
904,0.12,0.5,0.2239,0.1212,6
905,0.12,0.54,0.2836,0.1212,26
906,0.1,0.5,0.4179,0.0758,99
907,0.1,0.49,0.3284,0.0758,178
908,0.12,0.42,0.3582,0.1061,122
909,0.12,0.42,0.2985,0.1061,35
910,0.14,0.39,0.3582,0.1212,45
911,0.16,0.34,0.3881,0.1364,69
912,0.18,0.29,0.2985,0.1667,62
913,0.2,0.27,0.2836,0.1818,48
914,0.2,0.25,0.2537,0.197,50
915,0.2,0.27,0.2985,0.1818,80
916,0.18,0.26,0.194,0.1818,165
917,0.16,0.28,0.1343,0.1818,160
918,0.14,0.28,0.1045,0.1667,112
919,0.14,0.31,0.0896,0.1818,97
920,0.14,0.39,0.0,0.2121,72
921,0.12,0.39,0.0,0.197,51
922,0.12,0.42,0.1045,0.1515,34
923,0.1,0.49,0.1045,0.1364,14
924,0.1,0.54,0.0896,0.1364,7
925,0.1,0.54,0.0896,0.1364,3
926,0.08,0.63,0.0896,0.1212,4
927,0.1,0.68,0.0,0.1818,24
928,0.08,0.73,0.0,0.1667,74
929,0.1,0.74,0.1642,0.1212,216
930,0.12,0.74,0.2239,0.1212,140
931,0.14,0.69,0.194,0.1364,44
932,0.22,0.47,0.1343,0.2273,64
933,0.22,0.47,0.1343,0.2273,71
934,0.24,0.35,0.194,0.2273,110
935,0.3,0.26,0.2537,0.2879,84
936,0.32,0.21,0.1642,0.3182,74
937,0.3,0.28,0.194,0.2879,125
938,0.3,0.24,0.0,0.3333,211
939,0.28,0.28,0.0,0.3182,174
940,0.26,0.33,0.0,0.303,101
941,0.22,0.55,0.1343,0.2273,63
942,0.2,0.59,0.1343,0.2121,47
943,0.2,0.64,0.0896,0.2273,43
944,0.18,0.69,0.0,0.2424,53
945,0.16,0.69,0.0896,0.197,30
946,0.14,0.86,0.0,0.2121,24
947,0.14,0.8,0.0,0.2121,15
948,0.12,0.8,0.0,0.197,10
949,0.12,0.74,0.0896,0.1667,4
950,0.12,0.74,0.0896,0.1667,1
951,0.12,0.93,0.194,0.1364,2
952,0.12,0.8,0.1045,0.1515,11
953,0.14,0.86,0.1343,0.1515,30
954,0.16,0.64,0.1343,0.1818,43
955,0.22,0.41,0.2537,0.2121,84
956,0.3,0.28,0.3284,0.2727,114
957,0.3,0.39,0.4627,0.2727,120
958,0.3,0.39,0.4179,0.2727,135
959,0.34,0.31,0.2836,0.3182,120
960,0.34,0.29,0.4179,0.303,174
961,0.34,0.29,0.4179,0.303,145
962,0.32,0.31,0.5224,0.2879,137
963,0.28,0.38,0.3284,0.2576,64
964,0.28,0.38,0.1642,0.2727,41
965,0.26,0.41,0.2239,0.2576,40
966,0.26,0.41,0.0,0.303,51
967,0.24,0.44,0.0896,0.2576,45
968,0.22,0.51,0.1343,0.2273,32
969,0.2,0.64,0.1045,0.2273,39
970,0.2,0.59,0.0896,0.2273,24
971,0.2,0.75,0.0896,0.2273,20
972,0.2,0.69,0.1045,0.2273,12
973,0.2,0.69,0.1642,0.2121,2
974,0.2,0.69,0.1343,0.2121,5
975,0.22,0.55,0.0,0.2727,3
976,0.22,0.64,0.194,0.2273,12
977,0.24,0.6,0.2239,0.2273,47
978,0.3,0.45,0.3284,0.2727,105
979,0.32,0.39,0.4478,0.2879,112
980,0.36,0.32,0.4627,0.3182,152
981,0.38,0.29,0.3582,0.3939,154
982,0.4,0.3,0.4179,0.4091,161
983,0.4,0.3,0.2985,0.4091,162
984,0.42,0.28,0.3284,0.4242,134
985,0.42,0.28,0.3284,0.4242,125
986,0.4,0.32,0.2985,0.4091,95
987,0.4,0.35,0.2836,0.4091,61
988,0.4,0.35,0.3284,0.4091,47
989,0.4,0.35,0.3582,0.4091,51
990,0.4,0.35,0.2985,0.4091,36
991,0.4,0.35,0.3582,0.4091,30
992,0.38,0.37,0.3582,0.3939,11
993,0.38,0.37,0.3582,0.3939,7
994,0.36,0.4,0.2985,0.3333,2
995,0.34,0.46,0.2239,0.3182,2
996,0.32,0.53,0.2836,0.303,2
997,0.32,0.53,0.2836,0.303,3
998,0.34,0.46,0.2985,0.303,26
999,0.34,0.46,0.2985,0.303,98
1000,0.38,0.4,0.4627,0.3939,256
1001,0.4,0.37,0.3881,0.4091,130
1002,0.44,0.33,0.2239,0.4394,55
1003,0.52,0.23,0.2537,0.5,53
1004,0.56,0.22,0.4478,0.5303,126
1005,0.58,0.19,0.3881,0.5455,120
1006,0.6,0.15,0.4925,0.5909,90
1007,0.56,0.21,0.6567,0.5303,90
1008,0.52,0.27,0.4627,0.5,118
1009,0.46,0.33,0.6119,0.4545,243
1010,0.4,0.4,0.6119,0.4091,205
1011,0.38,0.43,0.4925,0.3939,98
1012,0.36,0.46,0.4627,0.3182,70
1013,0.36,0.5,0.5224,0.3182,43
1014,0.34,0.46,0.6567,0.2879,45
1015,0.32,0.49,0.4925,0.2879,20
1016,0.3,0.49,0.4179,0.2727,19
1017,0.3,0.42,0.7761,0.2424,5
1018,0.28,0.41,0.6866,0.2273,3
1019,0.22,0.37,0.5224,0.1818,1
1020,0.22,0.32,0.4627,0.1818,4
1021,0.2,0.32,0.3284,0.1818,30
1022,0.2,0.32,0.3582,0.1818,105
1023,0.2,0.32,0.3582,0.1818,223
1024,0.22,0.29,0.4478,0.197,110
1025,0.24,0.27,0.2836,0.2121,52
1026,0.26,0.25,0.2537,0.2424,57
1027,0.28,0.24,0.2537,0.2727,71
1028,0.32,0.21,0.2239,0.303,82
1029,0.34,0.19,0.2239,0.3182,79
1030,0.34,0.19,0.1642,0.3333,85
1031,0.34,0.19,0.2537,0.3182,98
1032,0.32,0.22,0.2239,0.303,206
1033,0.3,0.22,0.1343,0.303,212
1034,0.28,0.26,0.1343,0.2879,145
1035,0.26,0.33,0.1045,0.2727,101
1036,0.24,0.52,0.0,0.2879,66
1037,0.24,0.44,0.0,0.2879,41
1038,0.22,0.44,0.0896,0.2576,20
1039,0.22,0.41,0.0896,0.2576,15
1040,0.2,0.44,0.0896,0.2273,9
1041,0.2,0.47,0.194,0.197,1
1042,0.2,0.51,0.194,0.197,1
1043,0.2,0.47,0.194,0.197,5
1044,0.2,0.55,0.2239,0.197,33
1045,0.2,0.55,0.2239,0.197,108
1046,0.22,0.55,0.1642,0.2273,230
1047,0.24,0.52,0.2836,0.2121,124
1048,0.26,0.41,0.3881,0.2273,69
1049,0.34,0.34,0.2985,0.303,66
1050,0.38,0.32,0.3284,0.3939,86
1051,0.42,0.3,0.3582,0.4242,93
1052,0.46,0.28,0.4179,0.4545,82
1053,0.46,0.28,0.4179,0.4545,117
1054,0.46,0.31,0.3881,0.4545,122
1055,0.46,0.28,0.2836,0.4545,255
1056,0.4,0.4,0.2239,0.4091,222
1057,0.34,0.53,0.2239,0.3182,161
1058,0.38,0.43,0.194,0.3939,118
1059,0.36,0.46,0.194,0.3485,92
1060,0.34,0.53,0.194,0.3333,73
1061,0.38,0.4,0.2239,0.3939,33
1062,0.34,0.53,0.194,0.3333,17
1063,0.34,0.53,0.2239,0.3182,6
1064,0.34,0.53,0.2239,0.3182,6
1065,0.34,0.53,0.194,0.3333,4
1066,0.32,0.57,0.194,0.3182,4
1067,0.32,0.66,0.0896,0.3333,12
1068,0.3,0.7,0.1343,0.303,47
1069,0.32,0.57,0.1045,0.3333,126
1070,0.32,0.57,0.0896,0.3333,285
1071,0.36,0.57,0.194,0.3485,179
1072,0.38,0.54,0.194,0.3939,88
1073,0.44,0.44,0.2537,0.4394,90
1074,0.48,0.41,0.2239,0.4697,101
1075,0.54,0.34,0.2239,0.5152,123
1076,0.6,0.31,0.2239,0.6212,81
1077,0.6,0.28,0.2537,0.6061,106
1078,0.56,0.35,0.2985,0.5303,146
1079,0.58,0.32,0.2985,0.5455,274
1080,0.54,0.42,0.2836,0.5152,222
1081,0.48,0.55,0.3284,0.4697,175
1082,0.48,0.59,0.3284,0.4697,139
1083,0.52,0.55,0.3881,0.5,124
1084,0.5,0.59,0.2836,0.4848,76
1085,0.46,0.67,0.2985,0.4545,44
1086,0.44,0.72,0.2836,0.4394,32
1087,0.44,0.72,0.2239,0.4394,8
1088,0.44,0.72,0.2836,0.4394,7
1089,0.46,0.67,0.2537,0.4545,8
1090,0.46,0.67,0.2537,0.4545,1
1091,0.46,0.67,0.1045,0.4545,7
1092,0.44,0.72,0.1642,0.4394,50
1093,0.42,0.77,0.2239,0.4242,116
1094,0.42,0.77,0.194,0.4242,272
1095,0.42,0.77,0.194,0.4242,169
1096,0.44,0.72,0.2239,0.4394,95
1097,0.44,0.72,0.1642,0.4394,113
1098,0.5,0.59,0.194,0.4848,185
1099,0.6,0.43,0.194,0.6212,176
1100,0.66,0.36,0.2985,0.6212,191
1101,0.66,0.36,0.3284,0.6212,172
1102,0.66,0.36,0.2836,0.6212,232
1103,0.66,0.34,0.3582,0.6212,327
1104,0.64,0.33,0.3284,0.6212,224
1105,0.62,0.29,0.5821,0.6212,162
1106,0.6,0.31,0.194,0.6212,124
1107,0.58,0.21,0.4925,0.5455,72
1108,0.54,0.1,0.2537,0.5152,107
1109,0.52,0.08,0.2836,0.5,77
1110,0.48,0.12,0.4925,0.4697,29
1111,0.46,0.14,0.4179,0.4545,31
1112,0.44,0.13,0.3881,0.4394,17
1113,0.42,0.14,0.2985,0.4242,7
1114,0.4,0.15,0.3284,0.4091,3
1115,0.4,0.15,0.3284,0.4091,3
1116,0.4,0.17,0.4179,0.4091,6
1117,0.38,0.17,0.5224,0.3939,22
1118,0.38,0.17,0.5821,0.3939,45
1119,0.4,0.16,0.6567,0.4091,55
1120,0.42,0.16,0.5821,0.4242,106
1121,0.44,0.16,0.5821,0.4394,123
1122,0.44,0.18,0.4925,0.4394,119
1123,0.44,0.16,0.6119,0.4394,155
1124,0.46,0.15,0.6567,0.4545,196
1125,0.44,0.16,0.7463,0.4394,171
1126,0.44,0.16,0.6418,0.4394,120
1127,0.42,0.19,0.6119,0.4242,127
1128,0.36,0.25,0.4478,0.3182,88
1129,0.34,0.29,0.3582,0.303,59
1130,0.32,0.28,0.5224,0.2879,47
1131,0.32,0.26,0.5522,0.2727,33
1132,0.3,0.28,0.4925,0.2576,44
1133,0.28,0.33,0.4478,0.2424,29
1134,0.26,0.35,0.4478,0.2121,17
1135,0.24,0.41,0.4627,0.197,16
1136,0.24,0.41,0.5522,0.197,17
1137,0.22,0.44,0.5522,0.1818,18
1138,0.22,0.44,0.5522,0.1818,1
1139,0.2,0.47,0.2985,0.1818,2
1140,0.18,0.51,0.2537,0.1667,2
1141,0.2,0.51,0.1045,0.2273,24
1142,0.22,0.47,0.2836,0.2121,55
1143,0.26,0.41,0.194,0.2576,104
1144,0.3,0.33,0.1642,0.303,161
1145,0.3,0.33,0.1045,0.3182,182
1146,0.34,0.29,0.0,0.3333,198
1147,0.36,0.27,0.1642,0.3485,212
1148,0.36,0.27,0.0896,0.3636,168
1149,0.36,0.29,0.0896,0.3636,147
1150,0.34,0.33,0.1642,0.3485,146
1151,0.34,0.36,0.1343,0.3333,101
1152,0.34,0.36,0.1343,0.3333,42
1153,0.34,0.42,0.0,0.3636,42
1154,0.32,0.53,0.0,0.3485,56
1155,0.32,0.57,0.2239,0.303,47
1156,0.3,0.61,0.1642,0.303,54
1157,0.34,0.42,0.3284,0.303,37
1158,0.34,0.42,0.3284,0.303,13
1159,0.34,0.42,0.3284,0.303,4
1160,0.34,0.42,0.2985,0.303,5
1161,0.32,0.45,0.1642,0.3182,1
1162,0.34,0.36,0.0,0.3636,3
1163,0.42,0.26,0.2985,0.4242,8
1164,0.42,0.26,0.2836,0.4242,19
1165,0.32,0.57,0.2985,0.303,63
1166,0.32,0.57,0.2836,0.303,57
1167,0.32,0.57,0.2537,0.303,81
1168,0.32,0.57,0.1045,0.3333,90
1169,0.32,0.66,0.194,0.3182,93
1170,0.3,0.81,0.3284,0.2727,103
1171,0.32,0.76,0.2537,0.303,116
1172,0.3,0.7,0.4478,0.2727,87
1173,0.28,0.75,0.4179,0.2424,56
1174,0.28,0.75,0.3881,0.2576,80
1175,0.24,0.87,0.3582,0.2121,66
1176,0.24,0.87,0.3582,0.2121,49
1177,0.24,0.81,0.3881,0.2121,29
1178,0.22,0.75,0.4478,0.197,34
1179,0.2,0.75,0.4179,0.1667,11
1180,0.2,0.75,0.4179,0.1667,2
1181,0.12,0.8,0.2836,0.1212,7
1182,0.12,0.8,0.2836,0.1212,40
1183,0.12,0.8,0.2537,0.1212,114
1184,0.14,0.74,0.2537,0.1212,106
1185,0.16,0.69,0.0,0.1818,44
1186,0.16,0.64,0.0,0.2273,50
1187,0.2,0.59,0.1045,0.2273,55
1188,0.22,0.55,0.1642,0.2273,55
1189,0.22,0.55,0.194,0.2273,58
1190,0.24,0.48,0.194,0.2273,69
1191,0.22,0.51,0.1642,0.2273,86
1192,0.22,0.51,0.2239,0.2121,196
1193,0.22,0.47,0.1343,0.2273,167
1194,0.2,0.47,0.2836,0.1818,118
1195,0.2,0.47,0.2239,0.197,105
1196,0.2,0.47,0.2537,0.197,82
1197,0.16,0.43,0.2537,0.1515,77
1198,0.16,0.43,0.2537,0.1515,21
1199,0.14,0.5,0.194,0.1364,6
1200,0.14,0.46,0.1642,0.1515,4
1201,0.12,0.5,0.1343,0.1515,1
1202,0.12,0.5,0.1642,0.1364,2
1203,0.12,0.5,0.1045,0.1515,8
1204,0.12,0.5,0.1045,0.1515,36
1205,0.12,0.54,0.1343,0.1515,96
1206,0.14,0.54,0.1642,0.1515,235
1207,0.18,0.51,0.0896,0.2121,139
1208,0.2,0.4,0.0,0.2576,51
1209,0.24,0.41,0.1045,0.2576,69
1210,0.26,0.35,0.0896,0.2879,67
1211,0.3,0.28,0.0896,0.3182,87
1212,0.32,0.29,0.1045,0.3333,78
1213,0.34,0.25,0.0896,0.3485,72
1214,0.34,0.25,0.0,0.3636,94
1215,0.34,0.25,0.0896,0.3485,222
1216,0.32,0.26,0.0896,0.3333,209
1217,0.3,0.33,0.0,0.3333,141
1218,0.24,0.6,0.1642,0.2424,109
1219,0.24,0.48,0.0,0.2879,91
1220,0.24,0.48,0.0,0.2879,61
1221,0.22,0.55,0.0896,0.2576,39
1222,0.22,0.55,0.0896,0.2576,11
1223,0.22,0.6,0.0896,0.2576,7
1224,0.2,0.64,0.0896,0.2273,4
1225,0.2,0.64,0.1343,0.2121,2
1226,0.2,0.69,0.1343,0.2121,4
1227,0.2,0.69,0.194,0.197,58
1228,0.2,0.72,0.194,0.197,104
1229,0.24,0.7,0.2239,0.2273,252
1230,0.24,0.75,0.2985,0.2121,137
1231,0.26,0.7,0.2836,0.2424,57
1232,0.32,0.57,0.3881,0.2879,79
1233,0.36,0.53,0.3582,0.3333,95
1234,0.38,0.54,0.2985,0.3939,88
1235,0.4,0.5,0.2985,0.4091,69
1236,0.4,0.54,0.3881,0.4091,63
1237,0.38,0.62,0.2836,0.3939,71
1238,0.36,0.66,0.194,0.3485,177
1239,0.34,0.87,0.3284,0.303,137
1240,0.34,0.93,0.2985,0.303,115
1241,0.34,0.93,0.3582,0.303,89
1242,0.34,0.87,0.3284,0.303,83
1243,0.34,0.87,0.2836,0.3182,55
1244,0.32,0.93,0.2239,0.303,50
1245,0.32,0.93,0.0,0.3485,9
1246,0.32,1.0,0.0,0.3485,10
1247,0.32,1.0,0.0,0.3485,3
1248,0.32,0.93,0.1045,0.3333,2
1249,0.32,0.93,0.1045,0.3333,6
1250,0.34,0.93,0.0896,0.3485,11
1251,0.34,1.0,0.1343,0.3333,35
1252,0.36,0.93,0.1343,0.3485,73
1253,0.34,0.93,0.3582,0.303,114
1254,0.42,0.94,0.3284,0.4242,49
1255,0.52,0.77,0.4478,0.5,59
1256,0.54,0.6,0.4627,0.5152,115
1257,0.54,0.6,0.4627,0.5152,83
1258,0.56,0.56,0.6119,0.5303,85
1259,0.46,0.41,0.806,0.4545,55
1260,0.32,0.49,0.4627,0.2879,102
1261,0.32,0.49,0.7463,0.2727,189
1262,0.32,0.49,0.4925,0.2879,157
1263,0.3,0.52,0.4478,0.2727,90
1264,0.3,0.49,0.6119,0.2576,62
1265,0.28,0.48,0.3881,0.2576,63
1266,0.26,0.48,0.4478,0.2121,50
1267,0.26,0.48,0.3284,0.2273,39
1268,0.24,0.52,0.194,0.2273,28
1269,0.24,0.52,0.2985,0.2121,27
1270,0.22,0.6,0.3582,0.197,12
1271,0.22,0.55,0.1343,0.2273,8
1272,0.22,0.6,0.0896,0.2576,2
1273,0.22,0.64,0.1045,0.2424,10
1274,0.22,0.6,0.0,0.2727,7
1275,0.22,0.6,0.0896,0.2576,22
